user_id,item_id,recommend,sentiment_analysis,clean_date
76561198045754869,335670,True,1,2015-08-07
76561198076098774,215080,True,2,2015-08-02
76561198103253374,570,True,0,2014-02-24
76561198090842891,8190,True,2,2015-01-16
76561198055767971,247730,False,0,2015-06-10
76561197998052647,233630,True,2,2014-11-27
76561198145436942,221100,True,2,2014-08-02
3xotic26,550,True,2,2013-07-15
iamthetrashlord,213670,True,2,2014-07-20
3dster,550,True,2,2015-08-24
76561198079990063,231040,True,2,2014-03-14
76561198051017916,250600,True,1,2014-05-26
L4M1NAS,221100,True,2,2015-03-05
76561197995322437,264710,True,2,2015-07-23
imsojipper,218620,True,2,2014-07-07
76561198084542731,47790,True,2,2014-02-16
76561198103671881,570,True,2,2015-04-11
GamerFag,1250,True,2,2010-12-16
EHS-R3AP3R,209160,True,2,2013-12-12
chidori_647,215470,False,0,2013-11-28
76561198092227136,1250,True,1,2014-05-26
hellcat59,4000,True,2,2014-07-18
76561198007584361,401650,True,0,2015-09-10
tbimperator,35450,True,2,2012-05-22
Allahu_Akbar666,304930,False,0,2014-10-24
-GM-Dragon,244850,True,2,2015-06-10
76561198054040292,298260,True,2,2015-03-13
76561198078799606,233450,True,1,2014-05-02
I_DID_911_JUST_SAYING,221260,True,2,2013-05-06
diabeticfuck,287700,True,1,2015-09-04
76561198054465623,113020,True,2,2014-04-03
abiam,238960,True,1,2014-11-16
FrankoWalker,236390,True,0,2014-05-16
SALTTHEW0UND,383080,True,2,2015-11-15
express157,304930,True,2,2014-09-02
76561198074644990,9180,False,0,2013-12-24
76561198064304806,730,True,0,2015-12-11
76561198057086148,214950,True,2,2015-01-17
Acidius99,271290,False,0,2015-07-09
acorn13,271590,True,2,2015-05-01
AddzyTheBaddzy,259080,True,2,2013-12-16
mrfunkyjunkie,249380,True,2,2015-03-11
76561198167207237,620,True,2,2015-11-06
cancerkek,730,True,1,2015-02-27
76561198073508075,218680,True,2,2014-06-07
advenger95,72850,True,0,2015-06-05
EndAtHallow,1250,True,0,2015-01-15
76561198063624801,440,True,1,2014-01-12
aeryal,440,True,2,2014-05-03
76561198070263209,570,True,1,2013-12-13
76561198015968275,248610,True,0,2015-09-06
Agiegamma,208090,True,2,2014-02-12
76561198082614708,250340,True,2,2014-04-28
Agronoth,9450,False,2,2015-07-15
UnholyFallenAngel,221040,True,2,2014-05-06
76561198068565589,263440,False,1,2014-10-24
SlutOnTheSpit,4000,True,2,2014-01-02
WestyGaming,223710,True,1,2014-06-07
NaruseAiria,208520,True,2,2013-12-06
76561198067713802,304930,True,2,2015-03-28
Alex680,4000,True,2,2014-04-25
alansiulun,265930,True,2,2015-05-21
Albolah,294650,True,2,2015-12-30
76561198003056556,233720,True,2,2014-08-15
AlexNoClutch,227860,False,2,2015-06-05
Alexwai04,218620,True,2,2015-01-09
76561198095481910,208090,True,0,2014-02-01
AlkalineDeath,240760,True,2,2014-10-16
76561198075935236,250900,True,2,2015-08-27
mintifreshbadger,35450,True,0,2015-11-09
AlpacaRevolution,346110,False,1,2015-09-13
76561198071952798,205100,True,2,2013-11-29
76561198009001563,570,True,1,2014-09-03
76561198016753953,570,True,1,2014-01-27
smegmyfoodle,239250,True,0,2015-01-22
76561198057869849,313120,True,2,2015-06-01
76561198058836921,211820,True,2,2015-01-17
lol_ursuchanoob,17300,True,2,2014-01-23
AMV72,24240,True,1,2012-07-19
76561198069170979,440,True,2,2015-06-26
76561198132540690,220200,True,2,2015-03-05
711armageddoncarmageddon,9480,True,2,2015-07-03
Andraison,22230,True,0,2015-07-31
76561198055790408,203770,True,2,2013-12-06
76561198069560699,8870,True,2,2014-03-26
76561198099625419,220,True,1,2013-11-28
76561198084032274,236390,False,2,2014-09-29
Angrovar,359320,True,1,2015-11-11
AngryAinsley,264710,True,2,2015-04-07
uradumbtit,4000,True,2,2014-08-04
IKillNoobsFirst,730,True,2,2015-03-27
76561198037888300,344770,True,2,2015-09-12
1234865654,22380,True,0,2014-06-29
76561198084123358,9900,True,2,2015-02-07
Apachehavoc,107410,False,1,2014-10-31
ApexNZ,313120,True,2,2015-02-28
76561198039441595,8190,True,0,2014-05-31
76561198036687918,377160,True,1,2015-12-20
benjamin27,244850,True,2,2014-07-19
AppoGetsSuperAdmin,104900,True,1,2015-08-08
76561198049916759,293260,True,2,2015-09-11
XABLAUziitu,200210,True,1,2013-01-24
76561198012909706,218130,True,2,2013-12-07
dragonchief,252490,False,0,2014-01-10
76561198040530605,240,True,2,2011-12-30
76561197974500703,57300,True,0,2010-12-28
76561198047185525,226620,True,1,2013-12-16
bilyitu,730,True,0,2014-09-08
76561198021244661,105600,True,2,2014-04-15
76561198088538797,209870,True,2,2015-09-01
deployablearchnagel,265630,True,1,2014-05-30
rotflmaoman,401920,True,2,2015-11-06
armouredmarshmallow,630,True,2,2015-05-24
76561198020928326,70,True,2,2014-07-01
Array71,244850,True,2,2014-06-24
76561198039874575,221100,True,1,2014-02-01
arronlim13,99900,True,2,2015-05-28
ARTHERDUNGER10,250900,True,0,2015-04-13
Mackus1011,252490,True,0,2014-10-18
76561198041877981,241540,True,2,2014-02-28
darkmassieh,227680,False,2,2015-01-08
asianturtlefrenzy,245550,True,2,2014-05-16
blowjobsfurdayzandgayz,96100,False,0,2015-03-30
LaLocaDeLosDulces,80,True,1,2015-06-27
76561198064352761,56400,True,2,2014-03-14
assassin_warman,440,True,2,2015-03-14
Astrelt,221640,True,0,2015-12-05
Swish0009,213850,True,1,2014-06-09
Aurora99,8400,True,1,2014-05-02
76561198053071988,271590,False,2,2015-10-17
76561198083375450,224600,True,2,2014-03-23
76561198078730600,440,True,2,2014-07-04
auzmoz,8500,True,2,2013-01-18
auzzie_96,289130,True,2,2014-12-30
fatrangacuntnolifevirgin,202970,True,2,2014-07-29
76561198064150679,20920,True,2,2014-05-26
76561198110293299,236390,True,2,2015-02-14
de_triggered,236390,True,1,2015-05-25
76561198076301023,251570,True,0,2014-12-26
hoarbiscuit,55230,True,2,2014-03-22
bohgeraltofrivia,261640,True,2,2014-11-11
TeH-B-Rad,440,True,2,2015-04-09
BAW_Killer,359550,False,0,2015-12-13
gamerdude7892,22380,True,2,2015-12-04
2ez4medick,570,True,2,2014-06-28
AgentXiri,570,True,0,2014-07-07
76561197998761331,310380,True,2,2014-12-06
76561198096750939,4000,True,2,2015-10-20
crispymemesmantheyremyfavourite,212680,True,2,2014-04-03
76561198074409406,391460,False,2,2015-09-18
H-Alo,346010,True,1,2015-02-06
420Blz,107410,True,2,2013-12-25
76561198076548816,219740,True,2,2014-08-16
chillrend,440,True,2,2013-12-10
Gborges,440,True,1,2014-07-03
lukeyturley,218230,True,2,2014-07-04
76561198095142204,570,True,0,2015-02-21
76561198070735033,359290,False,0,2015-10-26
76561198018560501,10500,True,2,2013-11-27
76561198069458790,440,True,0,2014-04-02
76561198051148175,218620,True,0,2014-01-02
76561198047208452,113200,True,2,2014-08-15
generalale,440,True,2,2013-11-21
brendoboy,1250,True,2,2014-07-03
76561198071234254,440,True,2,2013-06-08
76561197988934555,301520,True,2,2015-03-28
Infixation,39120,True,2,2013-12-01
76561198047304525,239070,True,0,2014-08-12
76561197994969639,91310,True,2,2011-09-28
JuanManSnipez,730,True,2,2014-08-16
Ben_Andy,105600,True,2,2013-12-20
Bennysaputra,10,True,2,2015-08-01
76561198045071942,310380,True,0,2015-01-26
Bhappiikhat,304930,True,2,2014-07-28
Ahahahahahahahahahahahahahahaha,570,False,0,2014-09-13
BITCHPLESE,319630,True,0,2015-02-07
Too_1337,4000,True,2,2015-06-15
kinglemon1222,48700,True,0,2012-10-13
76561198030636321,255710,True,2,2015-04-02
IJustWantedToTalk,247730,False,2,2015-07-31
76561198034643189,263280,True,2,2014-07-05
LlamasInNigjamas,730,True,2,2014-09-26
mavros88,50300,True,2,2015-03-20
Hummingsenpai,333930,True,0,2015-07-29
CHAAANG,238320,True,2,2015-09-23
76561198077586769,440,True,2,2015-03-10
bitmat,211420,True,0,2012-09-14
76561198028483487,238260,True,1,2013-12-30
Ghoster09,440,True,2,2014-05-17
76561198081496844,6060,True,0,2014-05-16
180577,440,True,1,2015-06-11
Barridos,4000,True,1,2014-04-09
76561197988863895,248820,True,2,2015-12-28
76561198042728201,202970,True,2,2014-10-01
hbk1462,4000,True,2,2014-06-25
76561198088724903,570,True,2,2013-11-25
76561198057521157,313120,True,2,2015-01-31
76561198057389499,440,True,2,2014-09-13
FHK,237930,True,0,2015-12-27
76561198030735076,339610,False,2,2015-04-09
Bluegills,22120,True,2,2012-07-17
76561197970931849,319740,False,2,2015-07-04
rrbr,270370,True,2,2015-01-21
13lazer,33930,True,1,2012-07-15
76561198044344399,352460,True,2,2015-08-03
76561197999613236,333950,True,2,2015-05-08
RespekPlox,72850,True,2,2015-04-26
76561198062288797,346010,True,2,2015-07-09
bobseagull,4000,True,1,2014-05-07
bokkkbokkk,346110,True,2,2015-09-24
bokkkbokkk,346110,True,2,2015-09-24
Bonesdontrattlethem,4000,True,0,2014-06-20
76561198062403736,218620,True,1,2015-08-22
76561198073642113,55140,True,2,2013-12-17
76561198211433640,730,True,1,2015-11-13
ilyjoepoe,318430,True,2,2015-03-10
Mantrouminati,570,True,1,2014-01-30
76561198027225504,10680,True,2,2012-02-27
probotsteve,730,False,0,2015-12-13
76561197977543317,243470,False,0,2014-09-20
BrutalLegend69,225260,True,2,2013-02-28
76561198007539695,99400,False,0,2014-03-29
76561198064026657,1250,True,2,2013-07-07
76561198024450886,213650,True,0,2013-10-24
saint556,233190,True,2,2014-01-05
brettebear,220780,True,2,2014-06-20
metiqu,730,True,1,2015-10-16
Brianseb,440,True,1,2014-03-20
spike_heart,237740,True,2,2014-01-14
brocky0405,212180,True,2,2013-09-25
76561198046094676,25890,True,1,2013-03-25
Vladimirputinisgreatman,8930,True,2,2015-10-08
Br0wni3,730,True,2,2015-12-18
76561198093381429,200210,True,2,2015-01-08
76561198059167106,41300,True,2,2014-12-12
76561198105270589,440,True,2,2015-04-18
Trutle,219640,True,2,2014-04-21
BugsyBro,4000,True,1,2014-06-29
76561198074561346,440,True,2,2013-06-09
76561198094074209,393420,True,0,2015-12-18
76561198087011672,208090,True,2,2014-02-16
busternut,12120,True,2,2014-06-22
76561198075981950,570,True,1,2015-06-12
Butteryyy,1840,True,2,2013-12-11
76561198079326390,301520,False,2,2015-05-11
76561198142749308,298110,True,0,2014-11-28
897w463824638109276,440,True,2,2014-01-28
Butterz,72200,True,2,2014-12-20
8789568,252490,True,2,2015-03-23
76561198112547239,230410,True,1,2015-10-29
ByzGirl,239030,True,2,2015-04-28
C14M8S,218620,True,1,2014-09-26
1122305938,250420,False,0,2014-01-12
76561198069050565,246280,False,1,2014-11-14
Cabey64,2700,True,2,2015-01-19
Cabjoy,94400,True,2,2014-06-26
Stormaggen,42910,True,0,2015-04-01
gusvu,241930,True,2,2014-10-13
76561198044402508,302590,True,2,2015-01-17
76561198081987102,107100,True,2,2013-12-24
76561197996741396,22380,True,2,2013-12-01
calii,440,True,2,2015-04-15
76561198084718144,209080,True,2,2015-11-25
76561198077034833,56400,True,2,2014-01-07
calypto52,49600,True,2,2013-11-29
camduman,440,True,1,2014-06-20
camquarter,233720,True,2,2014-06-22
aquelecaraqfazaquilo,206420,True,1,2014-01-20
76561198079009374,4000,True,2,2014-06-27
76561197992910116,238430,True,2,2013-12-10
jonjon4351,220240,True,2,2013-12-07
76561198008551473,201810,True,2,2015-01-10
ThePyrite99,72850,True,2,2014-12-21
76561198062276935,10680,True,2,2013-02-24
76561198048121243,219640,True,2,2013-12-20
CAPTAINVRITRAS,570,True,2,2015-07-09
ConkerBirdy,346010,True,0,2015-02-18
76561198078194423,105600,True,2,2015-08-05
76561198067657905,4000,True,2,2014-06-20
76561198070072786,400,True,2,2014-02-22
76561197966764681,730,True,2,2014-09-12
76561198007988939,305620,True,2,2015-11-02
ca_ra_cal,348960,True,2,2015-08-19
76561198067721589,304930,True,2,2014-08-11
76561197996092338,440,True,2,2012-10-16
carouserwhite,109400,True,2,2014-02-22
76561198045631910,252490,True,2,2014-06-14
76561198078670623,4920,True,2,2014-01-23
76561198070087725,48700,True,2,2014-02-18
fsfs546hd,70000,True,1,2013-11-14
76561198081438874,31280,False,1,2014-06-02
76561198072411281,105600,True,2,2014-01-31
76561198032143135,105450,True,1,2014-08-01
CrazyGiraffe71,107410,True,2,2015-01-22
chalkmetal,225260,True,2,2014-02-14
kggj,219150,True,1,2015-01-20
asdasdfsadgdfhfgjggj,4000,True,2,2014-05-05
elheat,440,True,2,2010-12-19
ElementalGodChaos,20500,True,2,2015-07-23
76561197971917242,249650,True,2,2015-12-19
melonmaniac,440,True,2,2014-03-08
76561198048491595,105600,True,2,2013-12-25
76561198074108172,730,True,2,2015-01-16
charmaps5,200510,True,2,2014-09-20
mexz1999,313740,True,2,2014-12-25
IchMasKung,302830,True,1,2014-12-26
HoxtonPleaseDontSueMe,440,True,1,2014-01-29
76561198051215704,203160,True,2,2014-02-10
76561198074291619,99900,True,1,2015-10-02
cheetahpocalypse,440,True,2,2013-02-25
Axzothrift,393420,True,0,2015-12-19
harharharharhar,304930,True,1,2015-02-22
chicken_tonight,223670,True,2,2014-03-17
chidvd,220,True,0,2012-02-01
76561198056960847,243870,True,2,2014-06-22
76561198097450390,304930,False,1,2014-08-10
aerpub,236090,True,2,2014-03-29
76561198078733772,301520,True,1,2015-03-28
76561198061273070,105600,True,2,2015-07-20
SmeshDoge,6860,True,2,2015-02-07
76561198037342853,730,True,2,2015-06-01
76561198062869989,206210,True,2,2014-10-29
harrisonnorris,730,True,2,2015-06-25
76561198142474106,107410,False,2,2015-10-24
Los_Shmurdos,206420,True,2,2014-12-25
ciborg2000,620,True,2,2013-11-10
Mikinmash,33930,True,2,2013-11-25
76561198060510583,440,True,2,2014-02-02
Norf_Norf,211820,False,0,2014-06-01
76561198041840982,4000,True,1,2013-12-21
76561198056339034,206420,True,2,2015-09-08
OfficialSenix,224260,True,0,2015-09-11
mike14476,22380,True,2,2014-03-20
Clawz3z,105600,True,2,2014-04-19
76561198079650317,34900,True,0,2015-06-12
76561198071207551,218230,True,2,2013-12-21
76561198061039259,34830,False,0,2013-12-29
76561198074202726,291210,True,0,2015-07-15
76561198074347537,4000,True,1,2014-06-17
SurfChicken,730,True,2,2015-06-16
76561198126142125,236390,False,0,2014-05-09
76561198043339975,204450,True,2,2015-06-27
69bmw,440,False,0,2015-07-10
76561198067414480,218620,True,2,2015-08-22
76561198078246064,218230,True,2,2015-01-08
iamshingo,218620,True,2,2013-12-22
SirParadiseLost,24240,True,1,2012-10-28
Rafantasma,440,True,2,2013-02-07
SupermanSocks17,261030,True,2,2014-01-01
76561198061456632,223850,True,2,2015-12-08
76561198049614185,22380,True,0,2014-02-14
76561198046958203,224260,True,2,2013-11-11
UnseenEvangelist,202970,False,1,2014-03-01
jichaelcoaching,377160,True,0,2015-12-15
MT-101,334230,True,2,2015-02-14
76561198172099661,265630,True,1,2015-05-09
ConjuredMadness,209160,True,2,2014-10-30
cookieblade,219740,True,0,2013-08-27
coolslayer666,730,True,0,2014-11-22
cheese_is_illuminati,730,True,1,2015-12-27
76561198042756236,289650,False,0,2014-12-02
76561198081677554,550,True,1,2015-01-10
Gamercubeeyes,271590,True,2,2015-04-14
76561198091515229,440,True,2,2015-01-03
NotJustAnyOrange,374570,True,2,2015-06-03
Cosmonaut123456789,221100,True,0,2015-09-08
76561197971591275,377160,True,2,2015-12-06
aProfileInTheMidOfNowhere,730,True,2,2015-11-29
76561198107928649,4000,False,1,2015-12-19
76561198056352983,231430,True,2,2014-06-27
76561198071955492,20900,True,0,2013-07-19
bruhbruhxd,221100,True,2,2014-01-25
Crazymac123,230410,True,1,2014-12-10
76561198135673978,105600,True,2,2015-12-05
76561198045148546,306130,False,2,2015-07-11
76561198077244610,730,False,2,2015-12-27
76561198063850360,416690,True,2,2015-12-22
76561198080465715,304930,True,1,2014-07-24
cripla66,9930,True,2,2014-06-20
76561198064305132,440,True,2,2015-12-09
76561198067214601,205100,True,2,2013-09-12
76561198017913139,263440,False,1,2014-06-19
OldLeakyBoat,250900,True,2,2015-05-27
getyourmarsbar,4920,False,1,2015-08-01
76561198107811819,241640,True,2,2014-01-29
aweoplopo,42700,True,2,2014-09-11
kanekicg,207610,True,1,2013-07-18
76561198048024738,4000,True,1,2014-01-24
76561198084976671,22370,True,2,2014-02-21
THE_ART_OF_FEEDING,570,True,2,2013-12-02
76561198039197193,208090,True,1,2014-02-01
76561197996190797,570,True,2,2015-04-24
76561198082559637,332350,True,2,2015-04-08
DKA013,201700,False,1,2014-02-24
76561198069345625,570,True,2,2015-01-04
D00MS,10180,True,2,2014-07-11
76561198059201575,244850,True,2,2015-06-25
76561198060901683,228380,True,2,2014-01-17
76561198074763789,233130,True,0,2015-01-04
DABLUICE,218620,False,0,2015-11-13
BlitzGames,204300,True,2,2013-12-12
DaftyTM,730,True,0,2015-09-30
76561197992227006,239070,True,1,2013-12-22
76561198070775610,440,True,2,2012-11-23
76561198012514677,4000,True,1,2015-03-28
76561197970691715,212680,True,0,2013-07-05
misterross,104900,True,2,2014-02-22
76561198044888778,320350,True,2,2015-03-10
mainkradxdxdx,440,True,1,2013-06-21
76561198101576470,4000,True,2,2013-11-29
Dante69123,301520,True,2,2015-06-24
Dantress,263060,True,2,2015-05-29
76561198079220364,8980,True,2,2014-06-27
DareTheSeal,236390,True,2,2013-12-07
blackcheeze,105600,True,2,2012-10-19
6dighero,239140,True,0,2015-01-27
DarkDragonForce,244850,True,2,2014-12-16
76561198044594262,730,True,1,2014-12-18
76561198021814659,233860,True,2,2014-02-03
76561198078913614,550,True,2,2013-12-26
BOBROSSJPEGEXE,105600,True,2,2014-02-26
blablabla174,730,True,0,2015-12-20
fatppl,211420,True,2,2015-01-10
datts,730,True,2,2014-04-23
sirkillsalot1337,218620,True,2,2014-09-30
76561198082545803,252490,True,2,2014-02-20
76561198115099755,211820,True,1,2015-01-30
76561198046045640,4560,True,2,2012-12-16
76561198195091390,730,True,2,2015-08-31
76561198084697858,212680,True,2,2015-04-16
76561198008827809,105600,True,2,2013-05-08
Yugm,244850,True,0,2013-11-18
dblddr,440,True,2,2014-06-26
deathbreath220,250900,True,1,2015-08-07
76561198084112448,250500,True,2,2015-01-30
76561198097730477,238240,False,2,2014-03-15
shay181,304930,True,2,2015-10-06
degen97,6060,True,2,2013-12-26
deltalink21,221640,True,0,2015-05-17
Qzt,113020,True,2,2014-08-01
76561198052661205,4000,True,0,2012-05-31
76561198071716213,319510,True,0,2014-11-03
76561198065988138,1250,True,2,2014-11-24
76561198034337192,243870,True,2,2014-12-06
76561198056953510,49520,True,2,2014-08-24
76561198047363411,730,True,0,2014-07-01
76561198068479124,218230,True,2,2013-12-12
GetMLGRekt,304930,True,2,2015-10-23
BoyangBao,99900,True,2,2013-02-08
meeman,241930,True,2,2015-01-19
fuzzygrilz,255420,True,2,2014-10-02
Derkness,251570,True,2,2014-03-01
76561198086282677,230410,True,1,2013-05-25
DerpyAura,49520,True,2,2014-01-04
76561198021745490,251060,True,2,2015-02-19
beepbeepimasheep,327890,True,0,2014-12-06
76561198032293266,261030,True,2,2014-02-14
76561198057406795,333930,True,2,2015-06-16
76561198074942714,244850,True,2,2014-01-17
76561198091717988,570,True,2,2014-05-18
76561198126500843,227700,True,2,2015-06-20
Des_Mondo,244850,True,2,2014-06-28
76561198066881691,570,True,2,2014-08-03
76561198042146054,204360,True,0,2012-12-20
76561198093191096,243870,True,2,2014-04-13
Device600,730,True,1,2015-05-11
Devmabby,221100,True,1,2014-06-30
76561197980614542,730,True,2,2014-05-13
76561197971532272,8930,True,2,2014-01-13
wenndiesoldaten,4560,True,1,2015-05-10
TacticalLynx,730,True,2,2014-01-15
djman56,317400,True,2,2015-07-31
76561198114039731,620,True,2,2014-04-25
digfernandes,274190,True,1,2014-10-14
ohplsguuby,233450,True,0,2015-10-14
NathanielPeace,250600,True,2,2014-07-02
76561198072486822,218620,True,0,2015-06-22
76561198099102298,304930,True,0,2014-07-29
76561198059166102,319630,True,0,2015-04-06
ShrikeShrikeShrikeShrikeShrike,238460,True,1,2014-07-02
efefuyg3g4u5u22u4yv,210770,True,2,2014-01-26
76561198058711482,105600,True,2,2015-12-21
dimitriirfan,730,True,1,2015-06-18
Dobble,8870,True,2,2014-06-27
76561198023903233,409160,True,2,2015-12-28
KingOfOpportunity,49520,True,0,2014-04-26
doctorpotatoes,265810,False,0,2015-01-09
76561198103858676,440,True,1,2014-05-25
76561198083029873,41070,True,0,2013-11-10
1920410,224540,False,1,2014-02-20
76561198049760472,730,True,2,2014-06-30
6294421419,570,True,1,2014-04-06
76561198081443272,219740,True,0,2015-01-04
regentorange,32370,True,2,2012-07-26
76561197990557433,8930,True,1,2015-07-30
diglekango,247000,True,2,2015-03-12
76561198055370293,238320,True,2,2014-03-07
76561197995098683,40100,True,0,2010-11-23
DropBear99,221100,True,2,2015-01-17
banjoabbyshelly,271590,True,0,2015-04-15
swscorpian,357330,True,1,2015-11-06
thecosplayermotherfucker,440,True,2,2015-03-18
123repulseMe,49520,True,1,2014-06-29
76561197969800840,206190,True,2,2015-12-12
Cab117,72850,True,1,2013-10-01
76561198090773476,24240,True,2,2014-06-26
thedragon347,35720,True,2,2013-12-29
